ID,Severidad,Mensaje,Región,Recurso,Detalles,Framework_CIS,Framework_ISO,Framework_NIST,Timestamp
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': 'd0976372-96c2-406c-8ca2-3dfd4b50e18f', 'peering_name': 'Peering_GENERAL-KUBERNETES', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': 'f156045a-556b-49b9-8669-d8190c19ceee', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.857981
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': 'd8ac76b0-7283-4157-ab8f-317f0bb10dfb', 'peering_name': 'Peering_GENERAL-DMZ', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '36ae4994-67cb-44ff-a793-3619a4fd6629', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858105
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Santiago,LA-Santiago,N/A,"{'peering_id': 'dba06dcf-02fa-4474-a751-f96facda38a6', 'peering_name': 'Peering_GENERAL-BACKUP', 'region': 'LA-Santiago', 'local_vpc': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'peer_vpc': '44a14efc-1762-4c86-8731-187c3bea0c7a', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858228
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': '08de2439-8b10-4dd1-b1db-8b8bb034d420', 'peering_name': 'Peering-GENERAL-MGMT', 'region': 'LA-Buenos Aires1', 'local_vpc': '5ccb67a2-1787-4431-baa4-4b23c39ff8ef', 'peer_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858340
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': '0e2be984-2d34-4e23-85f1-04efc96d2545', 'peering_name': 'Peering-GENERAL-KUBERNETES', 'region': 'LA-Buenos Aires1', 'local_vpc': '28f3248b-87c1-40ab-882d-af35ad49c541', 'peer_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858443
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': '4549a210-75af-406b-a57c-9def3ad8aac4', 'peering_name': 'Peering-GENERAL-PROD', 'region': 'LA-Buenos Aires1', 'local_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'peer_vpc': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858565
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': '8ab2e3e0-6dc4-470c-837c-9cb71f0d8392', 'peering_name': 'Peering-GENERAL-DMZ', 'region': 'LA-Buenos Aires1', 'local_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'peer_vpc': 'ee2a45b0-066c-4fb1-ae26-54288609fa6e', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858642
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': 'afc6673c-2e21-4993-a73f-9fd9d879e521', 'peering_name': 'Peering-GENERAL-DESA', 'region': 'LA-Buenos Aires1', 'local_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'peer_vpc': 'ca79ae4a-5058-4b7a-af10-f90fcaf87c65', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858712
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': 'd186269f-c6bb-4e08-86f3-7592365995a6', 'peering_name': 'Peering-GENERAL-QA', 'region': 'LA-Buenos Aires1', 'local_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'peer_vpc': 'fa2f9ab7-fee3-4c93-abc5-e8a560fb6aea', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858824
NET-006,ALTA,VPC Peering sin restricciones de enrutamiento en LA-Buenos Aires1,LA-Buenos Aires1,N/A,"{'peering_id': 'd4587413-2977-4395-a312-7f18ebd3cc2e', 'peering_name': 'Peering-GENERAL-BACKUP', 'region': 'LA-Buenos Aires1', 'local_vpc': '2cd0caed-38cd-49fe-8dd1-5ad594de0e1d', 'peer_vpc': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'recommendation': 'Implementar rutas específicas y restricciones en el peering'}",CIS 2.3,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.858919
NET-007,ALTA,Load Balancer sin cifrado SSL/TLS en LA-Buenos Aires1,LA-Buenos Aires1,lb-ov-prd,"{'lb_id': '57de5702-0d3e-4d1c-8ada-7e339eaac9a6', 'lb_name': 'lb-ov-prd', 'region': 'LA-Buenos Aires1', 'vip_address': '172.27.8.9', 'http_listeners': 1, 'recommendation': 'Configurar listeners HTTPS con certificados SSL/TLS válidos'}",CIS 2.4,ISO 27001 A.10.1.1,NIST PR.DS-2,2025-08-18T21:50:00.859037
NET-007,ALTA,Load Balancer sin cifrado SSL/TLS en LA-Buenos Aires1,LA-Buenos Aires1,lb-ov-uat,"{'lb_id': 'f9c9b227-978d-417b-80bc-c0132086e7a7', 'lb_name': 'lb-ov-uat', 'region': 'LA-Buenos Aires1', 'vip_address': '172.27.16.24', 'http_listeners': 2, 'recommendation': 'Configurar listeners HTTPS con certificados SSL/TLS válidos'}",CIS 2.4,ISO 27001 A.10.1.1,NIST PR.DS-2,2025-08-18T21:50:00.859132
NET-007,ALTA,Load Balancer sin cifrado SSL/TLS en LA-Buenos Aires1,LA-Buenos Aires1,LB-TS-NEW,"{'lb_id': 'cae4a8c1-d157-49c0-a17e-b62aabb6780f', 'lb_name': 'LB-TS-NEW', 'region': 'LA-Buenos Aires1', 'vip_address': '172.27.9.124', 'http_listeners': 1, 'recommendation': 'Configurar listeners HTTPS con certificados SSL/TLS válidos'}",CIS 2.4,ISO 27001 A.10.1.1,NIST PR.DS-2,2025-08-18T21:50:00.859225
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_PROD,"{'vpc_id': '226a8988-4786-465b-af8e-62c1533c2460', 'vpc_name': 'VPC_PROD', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859372
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_MGMT,"{'vpc_id': '244e97db-12df-40f3-8c8c-a9e79999ce9b', 'vpc_name': 'VPC_MGMT', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859494
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_DMZ,"{'vpc_id': '36ae4994-67cb-44ff-a793-3619a4fd6629', 'vpc_name': 'VPC_DMZ', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859599
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC-TESTER,"{'vpc_id': '3d387f31-e1cc-4e99-9c38-881565c5375c', 'vpc_name': 'VPC-TESTER', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859689
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_BACKUP,"{'vpc_id': '44a14efc-1762-4c86-8731-187c3bea0c7a', 'vpc_name': 'VPC_BACKUP', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859783
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_DESA,"{'vpc_id': '4cd732fb-6c68-4b13-8437-efa79880d2cb', 'vpc_name': 'VPC_DESA', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859882
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_QA,"{'vpc_id': '91104d53-0155-4f93-8eef-ac4f033cfb2e', 'vpc_name': 'VPC_QA', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.859952
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_General,"{'vpc_id': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'vpc_name': 'VPC_General', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860021
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,LA-Santiago,VPC_KUBERNETES,"{'vpc_id': 'f156045a-556b-49b9-8669-d8190c19ceee', 'vpc_name': 'VPC_KUBERNETES', 'region': 'LA-Santiago', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860090
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_General,"{'vpc_id': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'vpc_name': 'VPC_General', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860180
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_KUBERNETES,"{'vpc_id': '28f3248b-87c1-40ab-882d-af35ad49c541', 'vpc_name': 'VPC_KUBERNETES', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860271
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_BACKUP,"{'vpc_id': '2cd0caed-38cd-49fe-8dd1-5ad594de0e1d', 'vpc_name': 'VPC_BACKUP', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860360
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_MGMT,"{'vpc_id': '5ccb67a2-1787-4431-baa4-4b23c39ff8ef', 'vpc_name': 'VPC_MGMT', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860448
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_PROD,"{'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860535
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_Camuzzi_ParaEliminar,"{'vpc_id': 'b0c609f7-af01-442b-8d93-e5c776dff09f', 'vpc_name': 'VPC_Camuzzi_ParaEliminar', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860625
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_DESA,"{'vpc_id': 'ca79ae4a-5058-4b7a-af10-f90fcaf87c65', 'vpc_name': 'VPC_DESA', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860713
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_DMZ,"{'vpc_id': 'ee2a45b0-066c-4fb1-ae26-54288609fa6e', 'vpc_name': 'VPC_DMZ', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860801
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,LA-Buenos Aires1,VPC_QA,"{'vpc_id': 'fa2f9ab7-fee3-4c93-abc5-e8a560fb6aea', 'vpc_name': 'VPC_QA', 'region': 'LA-Buenos Aires1', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860889
NET-008,MEDIA,VPC sin Flow Logs habilitados en CN-Hong Kong,CN-Hong Kong,vpc-default,"{'vpc_id': '45dd8c8b-4fbc-47eb-8c07-5b82684d1683', 'vpc_name': 'vpc-default', 'region': 'CN-Hong Kong', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-18T21:50:00.860978
NET-011,ALTA,Logs y eventos de red no integrados con plataforma Fortinet,Global,N/A,"{'flow_logs_configured': 0, 'expected_integration': 'FortiSIEM/FortiAnalyzer', 'recommendation': 'Integrar eventos de Huawei Cloud con FortiSIEM/FortiAnalyzer'}",N/A,ISO 27001 A.12.4.1,NIST DE.AE-1,2025-08-18T21:50:00.861125
NET-013,MEDIA,3 recursos sin límites de bandwidth configurados,Global,N/A,"{'affected_resources': [{'resource_type': 'ELB', 'resource_id': '57de5702-0d3e-4d1c-8ada-7e339eaac9a6', 'resource_name': 'lb-ov-prd', 'region': 'LA-Buenos Aires1'}, {'resource_type': 'ELB', 'resource_id': 'f9c9b227-978d-417b-80bc-c0132086e7a7', 'resource_name': 'lb-ov-uat', 'region': 'LA-Buenos Aires1'}, {'resource_type': 'ELB', 'resource_id': 'cae4a8c1-d157-49c0-a17e-b62aabb6780f', 'resource_name': 'LB-TS-NEW', 'region': 'LA-Buenos Aires1'}], 'total_affected': 3, 'recommendation': 'Configurar límites de bandwidth según SLAs'}",N/A,ISO 27001 A.13.2.1,NIST PR.DS-5,2025-08-18T21:50:00.861228
NET-015,MEDIA,2 VPCs usando resolución DNS pública sin filtrado,Global,N/A,"{'affected_vpcs': [{'vpc_id': '226a8988-4786-465b-af8e-62c1533c2460', 'vpc_name': 'VPC_PROD', 'region': 'LA-Santiago'}, {'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1'}], 'recommendation': 'Implementar DNS privado con filtrado de dominios maliciosos'}",CIS 2.6,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.861351
NET-016,ALTA,2 VPCs sin NAT Gateway con alta disponibilidad,Global,N/A,"{'affected_vpcs': [{'vpc_id': '226a8988-4786-465b-af8e-62c1533c2460', 'vpc_name': 'VPC_PROD', 'region': 'LA-Santiago'}, {'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1'}], 'recommendation': 'Implementar NAT Gateways redundantes en múltiples AZs'}",N/A,ISO 27001 A.17.1.1,NIST PR.PT-5,2025-08-18T21:50:00.861449
NET-017,ALTA,NAT Gateway potencialmente compartido entre ambientes Dev/Test/Prod,Global,N/A,"{'risk': 'Mismo NAT Gateway usado por diferentes ambientes sin segregación', 'recommendation': 'Segregar NAT Gateways por ambiente y criticidad'}",N/A,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-18T21:50:00.861544
NET-018,ALTA,Tráfico a 24 servicios críticos pasando por Internet sin VPC Endpoints,Global,N/A,"{'regions_affected': [{'region': 'LA-Santiago', 'missing_services': ['OBS', 'RDS', 'DDS', 'ECS', 'EVS', 'KMS', 'DNS', 'SMN'], 'missing_count': 8, 'total_critical_services': 8, 'endpoint_coverage': 0.0}, {'region': 'LA-Buenos Aires1', 'missing_services': ['OBS', 'RDS', 'DDS', 'ECS', 'EVS', 'KMS', 'DNS', 'SMN'], 'missing_count': 8, 'total_critical_services': 8, 'endpoint_coverage': 0.0}, {'region': 'CN-Hong Kong', 'missing_services': ['OBS', 'RDS', 'DDS', 'ECS', 'EVS', 'KMS', 'DNS', 'SMN'], 'missing_count': 8, 'total_critical_services': 8, 'endpoint_coverage': 0.0}], 'total_missing_endpoints': 24, 'critical_services': ['OBS', 'RDS', 'DDS', 'ECS', 'EVS', 'KMS'], 'security_impact': 'Tráfico sensible expuesto en Internet', 'cost_impact': 'Costos adicionales de transferencia de datos', 'recommendation': 'Implementar VPC Endpoints para servicios críticos (OBS/RDS/DDS/ECS/EVS/KMS)'}",N/A,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-18T21:50:00.861649
NET-019,CRITICA,Transferencias entre 3 regiones sin cifrado adicional verificado,Global,N/A,"{'regions': ['LA-Santiago', 'LA-Buenos Aires1', 'CN-Hong Kong'], 'cross_region_pairs': ['LA-Santiago <-> LA-Buenos Aires1', 'LA-Santiago <-> CN-Hong Kong', 'LA-Buenos Aires1 <-> CN-Hong Kong'], 'recommendation': 'Cifrar todo tráfico cross-region con IPSec o TLS'}",N/A,ISO 27001 A.10.1.1,NIST PR.DS-2,2025-08-18T21:50:00.861750
458552a73909,ALTA,VPC sin Segregación de Subnets,N/A,N/A,VPCs sin subnets públicas y privadas segregadas,,,,2025-08-18T21:50:01.316287
848177bfad5d,ALTA,Subnets Públicas sin Justificación,N/A,N/A,Recursos en subnets públicas sin necesidad de acceso desde Internet,,,,2025-08-18T21:50:01.316294
8bf33c5150c1,CRITICA,Security Groups con Reglas 0.0.0.0/0,N/A,N/A,Security groups permitiendo acceso desde cualquier IP externa,,,,2025-08-18T21:50:01.316297
b251af150cdc,ALTA,Sin VPC Endpoints para Servicios,N/A,N/A,Tráfico a servicios de Huawei Cloud pasando por Internet,,,,2025-08-18T21:50:01.316299
307e4e8fa1f7,MEDIA,VPCs sin Recursos Asociados,N/A,N/A,VPCs creadas pero sin recursos activos generando costos,,,,2025-08-18T21:50:01.316301
ca233a3119dd,BAJA,Incumplimiento de Nomenclatura,N/A,N/A,Recursos de red sin seguir convención de nombres estándar,,,,2025-08-18T21:50:01.316303
458552a73909,ALTA,VPC sin Segregación de Subnets,N/A,N/A,VPCs sin subnets públicas y privadas segregadas,,,,2025-08-18T21:50:01.341606
848177bfad5d,ALTA,Subnets Públicas sin Justificación,N/A,N/A,Recursos en subnets públicas sin necesidad de acceso desde Internet,,,,2025-08-18T21:50:01.341630
8bf33c5150c1,CRITICA,Security Groups con Reglas 0.0.0.0/0,N/A,N/A,Security groups permitiendo acceso desde cualquier IP externa,,,,2025-08-18T21:50:01.341633
b251af150cdc,ALTA,Sin VPC Endpoints para Servicios,N/A,N/A,Tráfico a servicios de Huawei Cloud pasando por Internet,,,,2025-08-18T21:50:01.341635
307e4e8fa1f7,MEDIA,VPCs sin Recursos Asociados,N/A,N/A,VPCs creadas pero sin recursos activos generando costos,,,,2025-08-18T21:50:01.341637
ca233a3119dd,BAJA,Incumplimiento de Nomenclatura,N/A,N/A,Recursos de red sin seguir convención de nombres estándar,,,,2025-08-18T21:50:01.341639
